issue_id, type, status, resolution, component, priority, reporter, created, assigned, assignee, resolved, created, assigned, summary, description, affected_version, fixed_version, votes, watches, description_words, assingnee_count, comment_count, commenter, Surprising, Dormant, Blocker, Security, Performance, Breakage, commit_count, file_count, files
2670,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,1.089733796,1.089733796,Antonenko Alexander,2013/07/18 18:28:58 +0100,1.089733796,1.089733796,/SUM start button avail variou compon within 10 sec stop oper finish/SUM,Steps to reproduce: 1. Stop a component. 2. Wait for the corresponding BG operation to finish. Result: 'Start' button isn't available for the component within 10 seconds since stop operation finished in UI. It appears later.This happens cuz of update interval  it is set to 15 seconds (App.contentUpdateInterval)  that's why in some moments it can take up to 15 sec to update components status  after request is done.Solution: Create a seperate update interval specialy for updating host components. In config.js we even have App.componentsUpdateInterval = 6000; But this value was not used anywhere in code till now.,1.2.5,1.2.5,0,7,97,1,8,7,1 ,0 ,0 ,0 ,1 ,0 ,0,0,,
2681,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.013657407,0.013657407,Sumit Mohanty,2013/07/18 07:45:14 +0100,0.013657407,0.013657407,/SUM setup ldap valid secondari url/SUM,setup ldap does not validate secondary url. It should validate the input (when entered) the same way as the primary.,1.2.5,1.2.5,0,2,20,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2688,Bug,Resolved,Fixed,ambari-server,Major,Artem Baranchuk,6.230497685,6.230497685,Artem Baranchuk,2013/07/25 03:39:29 +0100,6.230497685,6.230497685,/SUM error messag print log/SUM,Notice in the ambari-server snippet below a lot of these messages:ERROR Configuration:616 - Cannot read password for alias = nullSteps to reproduce:Setup serverSetup encrypt passwords  don't persist the keySetup httpsStart the server  provided master keyDo cluster install,1.2.5,1.4.0,0,3,46,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2689,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.065,0.065,Jaimin D Jetly,2013/07/19 02:04:23 +0100,0.065,0.065,/SUM enabl secur wizard stop step 2 save configur let user leav wizard/SUM,,1.2.5,1.2.5,0,2,1,1,4,2,0 ,0 ,0 ,0 ,0 ,0 ,1,4,ambari-web/app/controllers/main/admin/security/add/step4.js;ambari-web/app/controllers/main/admin/security/disable.js;ambari-web/app/messages.js;ambari-web/app/models/cluster_states.js;,
2690,Bug,Resolved,Fixed,ambari-web,Major,Xi Wang,11.80273148,11.80273148,Xi Wang,2013/07/30 21:25:33 +0100,11.80273148,11.80273148,/SUM datanod live widget display 0 dead datanod live cluster/SUM,,1.2.5,1.4.0,0,2,1,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2692,Improvement,Resolved,Fixed,ambari-web,Major,Aleksandr Kovalenko,4.435231481,4.435231481,Aleksandr Kovalenko,2013/07/23 21:50:02 +0100,4.435231481,4.435231481,/SUM disabl show report 0 issu/SUM,Report on Host Checks for 0 isses looks like:####################################### Host Checks Report## Generated: Tue Jul 09 2013 13:11:14 GMT+0300 (FLE Daylight Time)############################################################################# Hosts## A space delimited list of hosts which have issues.# Provided so that administrators can easily copy hostnames into scripts  email etc.######################################HOSTSShow Report button should be disabled for 0 issues or at least do not show HOSTS section in report.,1.2.5,1.4.0,0,3,68,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2697,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.019074074,0.019074074,Jaimin D Jetly,2013/07/20 02:23:57 +0100,0.019074074,0.019074074,/SUM disabl secur work web ui testmod/SUM,,1.2.5,1.2.5,0,2,1,1,2,2,0 ,0 ,0 ,1 ,0 ,0 ,1,1,ambari-web/app/controllers/main/admin/security/disable.js;,
2698,Bug,Resolved,Fixed,ambari-web,Major,Aleksandr Kovalenko,1.198634259,1.198634259,Aleksandr Kovalenko,2013/07/23 20:35:51 +0100,1.198634259,1.198634259,/SUM host specif progress bar task inconsist/SUM,See the attached images. The third image added is a summary of what was going on.,1.2.5,1.4.0,0,3,16,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2701,Bug,Resolved,Fixed,,Major,Dmytro Sen,2.417662037,2.417662037,Dmytro Sen,2013/07/25 03:47:39 +0100,2.417662037,2.417662037,/SUM implement cleanup thread remov file ambari agent data directori older configur amount time/SUM,Implement a cleanup thread that removes files in ambari-agent data directory that are older than a month or so(must be configurable).It's required  because the directory will grow unbounded if it's not cleaned up.,1.2.3,1.4.0,0,3,33,1,4,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2707,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.216064815,0.216064815,Oleg Nechiporenko,2013/07/23 22:01:21 +0100,0.216064815,0.216064815,/SUM fix JS unit test merg 1 4 0 trunk/SUM,,1.4.0,1.4.0,0,4,1,1,6,4,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2708,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,0.215532407,0.215532407,Antonenko Alexander,2013/07/23 22:02:29 +0100,0.215532407,0.215532407,/SUM make ambari web testmod work instal wizard hdp stack 2 select/SUM,Installer wizard with HDP stack-2 selection in test mode,1.4.0,1.4.0,0,3,9,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2716,Improvement,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,6.733680556,6.733680556,Jaimin D Jetly,2013/07/30 21:20:41 +0100,6.733680556,6.733680556,/SUM disabl autocomplet form tag ambari UI/SUM,,1.2.5,1.2.5,0,2,1,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,1,16,ambari-web/app/models/form.js;ambari-web/app/templates/common/configs/addPropertyWindow.hbs;ambari-web/app/templates/common/configs/capacity_scheduler.hbs;ambari-web/app/templates/common/configs/overrideWindow.hbs;ambari-web/app/templates/common/configs/service_config.hbs;ambari-web/app/templates/main/admin/user/create.hbs;ambari-web/app/templates/main/admin/user/edit.hbs;ambari-web/app/templates/main/dashboard/edit_widget_popup.hbs;ambari-web/app/templates/main/mirroring/dataset.hbs;ambari-web/app/templates/main/mirroring/testConnection.hbs;ambari-web/app/templates/main/mirroring/testConnectionResults.hbs;ambari-web/app/templates/wizard/step1.hbs;ambari-web/app/templates/wizard/step1_addLocalRepository.hbs;ambari-web/app/templates/wizard/step5.hbs;ambari-web/app/views/common/configs/services_config.js;ambari-web/app/views/wizard/step0_view.js;,
2723,Bug,Resolved,Fixed,ambari-agent,Major,Artem Baranchuk,0.368333333,0.368333333,Artem Baranchuk,2013/07/25 05:42:06 +0100,0.368333333,0.368333333,/SUM hbase super user cannot submit job sinc ambari creat hbase super user uid 1000/SUM,Copytable jobs need to be submitted as the hbase super user however the uid for hbase super user created by Ambari has uid &lt; 1000,1.2.5,1.4.0,0,3,25,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2727,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.340925926,0.340925926,Oleg Nechiporenko,2013/07/25 20:25:43 +0100,0.340925926,0.340925926,/SUM disallow action upon host compon host stop heartbeat/SUM,On a host that stopped heartbeating  the UI shows actions to perform on host components. However  upon executing an action  the backend does not create any tasks and returns 200. The UI doesn't do anything in this case. Instead  the UI should disable action buttons in this case.,1.4.0,1.4.0,0,3,48,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2729,Bug,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,0.294247685,0.294247685,Andrii Babiichuk,2013/07/25 20:23:29 +0100,0.294247685,0.294247685,/SUM while host compon instal instal state show host detail page/SUM,Say Add Hosts wizard fails to add a host and the host components are in INSTALL_FAILED state. In this case  the UI displays the host component with a red gear and shows the action menu with the current state 'Install Failed' and the action 'Re-Install'. Once you invoke 'Re-Install'  the host component disappears from the UI. Once the host component finishes installing  it magically appears again.,1.2.5,1.4.0,0,3,66,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2733,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.162141204,0.162141204,Oleg Nechiporenko,2013/07/25 20:20:42 +0100,0.162141204,0.162141204,/SUM host host detail page UI tweak/SUM,1. Hosts &gt; Design around full hostname being displayed. Consider being able to show 40 characters and then truncate &gt; 40 chars 2. Hosts &gt; Show # control should persist when navigating around app  and after logout/login3. Hosts &gt; Make Components list an expand/collapse control instead of a list with abbreviations4. Host Details &gt; Move Components area above Summary area since the Component Controls are used very often (much more often than viewing the Summary area info).,1.4.0,1.4.0,0,3,77,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2748,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.232858796,0.232858796,Sumit Mohanty,2013/07/26 21:58:55 +0100,0.232858796,0.232858796,/SUM misc log chang/SUM,Additional logs:  When a task is timed-out/failed API requests to update component and component hosts   Remove logs  Do not log ganglia population time when its less than 5 second,1.4.0,1.4.0,0,2,36,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2753,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,0.194421296,0.194421296,Antonenko Alexander,2013/07/28 22:00:04 +0100,0.194421296,0.194421296,/SUM secur wizard step 4 host shown click start servic stop servic link/SUM,Proceed to step 4 of security wizard  click on 'Start Services' or 'Stop Services' link.Result: popup window is shown with empty contentThis bug was happening due to js error 'Uncaught TypeError: Cannot call method 'filterProperty' of null' in setBackgroundOperationHeader: functionAfter background operation (host popup) popup was optimized for better peformace on large cluster this error showed up. New function on setting popup header  did not account that this popup (HostPopup) is used not only in BG operations  but also in security wizard.,1.2.5,1.2.5,0,2,82,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2758,Bug,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,0.153842593,0.153842593,Andrii Babiichuk,2013/07/29 21:28:01 +0100,0.153842593,0.153842593,/SUM job page tabl stripe pagin disabl/SUM,To reproduce go to the Jobs page from top menu (do not open .../main/apps directly). Table is not striped and pagination buttons are enabled even if there is only one page.,1.4.0,1.4.0,0,3,31,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2760,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.007418981,0.007418981,Srimanth Gunturi,2013/07/29 18:32:47 +0100,0.007418981,0.007418981,/SUM stack 2 0 3 hive check execut fail/SUM,When installing Hadoop 2 stack  Hive service check fails to run.,1.4.0,1.4.0,0,2,11,1,4,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2761,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,0.031712963,0.031712963,Antonenko Alexander,2013/07/29 22:18:48 +0100,0.031712963,0.031712963,/SUM custom servic page misc tab incorrect behavior popup window chang user name/SUM,In firefoxSteps:Go to 'Customize Services' page.Select 'Misc' tab.Change username for HDFS  HBase or Group (do not move focus to other elements).Click 'Next' button.Result:Browser was switched to 'Review' page.Was opened popup window for changing properties depended with user names. User must to refresh the page for popup menu disappearing.,1.2.5,1.2.5,0,2,48,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2763,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.060648148,0.060648148,Siddharth Wagle,2013/07/30 01:12:42 +0100,0.060648148,0.060648148,/SUM ozzi work local FS user/SUM,Running jobs as a local FS user does not work work 2.0.* stack because of permissions on /tmp/hadoop-yarn/staging  which is the default staging dir.,1.4.0,1.4.0,0,3,24,1,5,3,1 ,0 ,0 ,0 ,1 ,0 ,0,0,,
2768,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.164953704,0.164953704,Oleg Nechiporenko,2013/07/30 19:26:30 +0100,0.164953704,0.164953704,/SUM host check show report show bogu inform file and folder/SUM,Host Checks popup is showing that /usr/lib/hadoop already exists.When I clicked on 'Show Reports'  it is showing '/usr/lib/hadoop/ /folder'. This doesn't make much sense. FILES AND FOLDERS/usr/lib/hadoop/ /folderThe API is showing: 'stackFoldersAndFiles' : [ { 'name' : '/usr/lib/hadoop'  'type' : 'directory' },1.4.0,1.4.0,0,3,54,1,4,3,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2769,Improvement,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,0.251284722,0.251284722,Andrii Babiichuk,2013/07/30 22:57:24 +0100,0.251284722,0.251284722,/SUM FE show error detail encount error persist web client state/SUM,Error which occurred while requesting cluster status is not informative.Change url in request for cluster state  go to admin page and try to enable security.,1.2.5,1.4.0,0,3,25,1,3,3,1 ,0 ,0 ,1 ,0 ,0 ,0,0,,
2777,Bug,Resolved,Fixed,ambari-web,Major,Yusaku Sako,0.672337963,0.672337963,Yusaku Sako,2013/07/31 19:23:14 +0100,0.672337963,0.672337963,/SUM cannot save hdf config snn mainten mode/SUM,,1.4.0,1.4.0,0,2,1,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2782,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.1078125,0.1078125,Oleg Nechiporenko,2013/07/31 19:14:07 +0100,0.1078125,0.1078125,/SUM hadoop2 stack instal merg yarn mr2 option/SUM,YARN in current Hadoop 2 stack has only MR2 as application. Since it does not make sense to install YARN without a default application  and MR2 cannot be installed by itself  we should combine both into a single install option (see screenshot).,1.4.0,1.4.0,0,3,42,1,4,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2786,Bug,Resolved,Fixed,ambari-server,Major,Andrew Onischuk,6.985752315,6.985752315,Andrew Onischuk,2013/08/07 19:31:21 +0100,6.985752315,6.985752315,/SUM yarn time seri data need nodemanag status/SUM,We need API call for a graph which will show NodeManager status counts. NodeManagers can be in the following states: active  lost  unhealthy  rebooted  and decommissioned.,1.4.0,1.4.0,0,4,26,1,6,4,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2799,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.102604167,0.102604167,Oleg Nechiporenko,2013/08/02 19:47:06 +0100,0.102604167,0.102604167,/SUM yarn servic summari addit inform/SUM,We need to show below 2 additional information Across cluster memory - used/reserved/total Queues information if available,1.4.0,1.4.0,0,3,17,1,4,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2808,Bug,Resolved,Fixed,ambari-web,Major,Dmytro Shkvyra,1.151122685,1.150844907,Dmytro Shkvyra,2013/08/06 22:03:51 +0100,1.151122685,1.150844907,/SUM can add UI queue capac schedul xml/SUM,Properties of capacity-scheduler.xml are truncated by ' '. It make impossible to create multiple queues  please see http://hadoop.apache.org/docs/current/hadoop-yarn/hadoop-yarn-site/CapacityScheduler.html,1.4.0,1.4.0,0,3,20,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2816,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,0.061678241,0.002962963,Oleg Nechiporenko,2013/08/06 15:06:27 +0100,0.061678241,0.002962963,/SUM custom servic directori shown comma delimit format revisit/SUM,In the Install Wizard  Customize Services page shows multiple directories delimited by newlines.However  when revisiting the page (go back to Customize Services from the Review page  for example)  the directories are shown in comma-delimited format. We should always show the directories in newline-delimited format. Note that when we actually store the value  the directories are comma-delimited (which is correct).,1.4.0,1.4.0,0,2,59,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2829,Improvement,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,1.237916667,1.111875,Oleg Nechiporenko,2013/08/08 19:27:29 +0100,1.237916667,1.111875,/SUM dashboard refactor unit test/SUM,,1.4.0,1.4.0,0,4,1,1,4,4,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2834,Bug,Resolved,Fixed,ambari-server,Major,Jaimin D Jetly,0.045462963,0.045462963,Jaimin D Jetly,2013/08/07 19:11:43 +0100,0.045462963,0.045462963,/SUM util script gener keytab broken/SUM,keytab Tar for each host is packaged including hostname. Untaring it on a host creates path starting with &lt;hostanme&gt;/&lt;actual path&gt;. Fix is to package the content inside the hostname directory excluding the hostname directory itself.,1.4.0,1.4.0,0,2,35,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2836,Bug,Resolved,Fixed,ambari-web,Blocker,Andrew Onischuk,2.104305556,2.104305556,Andrew Onischuk,2013/08/09 21:02:36 +0100,2.104305556,2.104305556,/SUM hbase 0 95 2 logger work/SUM,Installing 0.95.2 from internal repo 2.0.5. hbase-daemon.sh defines a default logger of INFO RFA{{  when log4j.properties uses {{INFO DRFA. They should match  as startup generates an error and does not continue.We should stop over writing the log4j properties for hbase. This will allow for hbase log4j properties to be in sync with those that come with the rpms.,1.4.0,1.4.0,0,3,56,1,3,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2838,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.056851852,0.056851852,Sumit Mohanty,2013/08/08 00:23:26 +0100,0.056851852,0.056851852,/SUM run request visibil UI sinc api return run request/SUM,The issue is the following:getRequestsByTaskStatus behaves correctly and returns the latest N requests. Note that the N requests have M (M &gt;&gt; N) tasks.Then the call to findByRequestIds gets oldest N tasks where the requestId for tasks belong to the list returned by the first call. So instead of getting M tasks we only get N tasks that too N oldest tasks which are returned. As a result the call never returns that latest request/tasks. The fix is to drop the filter done by the calls findByRequestIds and findByRequestAndTaskIds. Filter should only be applied on the number of requests to be returned.,1.2.5,1.2.5,0,2,102,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2840,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.015335648,0.015335648,Andrii Tkach,2013/08/08 11:25:21 +0100,0.015335648,0.015335648,/SUM yarn ZK data directori name end/SUM,Installed the Hadoop2 stack and upon finishing the zk_data_dir in global  and yarn.nodemanager.local-dirs in yarn-site have the folder names suffixed with ' ' in API. Consequently  the folder names on system end up with a ' ' at end. Ex: /hadoop/yarn  and /hadoop/zookeeper .,1.4.0,1.4.0,0,2,41,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,3,ambari-web/app/controllers/wizard.js;ambari-web/app/controllers/wizard/step7_controller.js;ambari-web/app/controllers/wizard/step8_controller.js;,
2847,Bug,Resolved,Fixed,ambari-agent,Major,Siddharth Wagle,0.073854167,0.073854167,Siddharth Wagle,2013/08/08 22:34:27 +0100,0.073854167,0.073854167,/SUM restart servic compon fail pid realloc/SUM,1. Stop secondary namenode.2. Edit the pid file  default location = /var/run/hadoop/hdfs/hadoop-hdfs-secondarynamenode.pid3. Change the pid to any other process pid that is currently running.4. Start secondary namenode.Outcome:Secondary namenode start command succeeds but secondary namenode does not start. (indicated by live status of the component).,1.3.0,1.4.0,0,2,44,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2858,Improvement,Resolved,Fixed,ambari-server,Critical,Dmytro Sen,0.030648148,0.030648148,Dmytro Sen,2013/08/09 20:35:16 +0100,0.030648148,0.030648148,/SUM yarn time seri data need allocatedcontain/SUM,API call for a graph which will show time series for YARN Allocated containers.,1.4.0,1.4.0,0,2,14,1,1,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
