issue_id,reporter,component,keywords,summary_proc,description_proc,Security
2879,Siddharth Wagle,ambari-agent,0, oozi fail smoke test secur cluster, stderr none stdout notic stage hdp snappi packag hdp snappi packag ln hdp exec hdp snappi packag ln exec hdp snappi packag ln return execut successfullynotic stage hdp snmp hdp packag snmp hdp packag process pkg snmp hdp java packag snmp hdp java jce packag snmp exec jce instal snmp return execut successfullynotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return move trash hdf dom comput intern user ambari qa examplesnotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return move trash hdf dom comput intern user ambari qa input datanotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return error authent could not authent gss except no valid credenti provid mechan level server not found kerbero databas unknown server notic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return invalid sub command miss argument option infonotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return notic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return use help sub command help detailsnotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return invalid sub command miss argument option infonotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return notic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return use help sub command help detailsnotic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return notic stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return workflow statu err stage hdp oozi oozi servic check hdp oozi smoke shell file oozi smoke sh exec tmp oozi smoke sh return chang notrun fail sh tmp oozi smoke sh etc oozi conf etc hadoop conf ambari qa true etc secur keytab smokeus headless keytab exampl com jt domu comput intern exampl com nn domu comput intern exampl com usr bin kinit return instead one var lib ambari agent puppet modul hdp oozi manifest oozi servic check pp notic finish catalog run second,0 
2884,Andrii Tkach,ambari-web,0, oozi start fail like due fail instal, oozi start fail follow log hadoop df chmod user oozi share return instead one node chmod user oozi share no file directoryoozi hadoop df ls user deprec use script execut hdf command deprec instead use hdf command found itemsdrwxrwx ambari qa hdf user ambari qadrwx hive hdf user hivedrwxrwxr hdf hdf user oozieoozi hadoop df ls user oozi deprec use script execut hdf command deprec instead use hdf command oozi reason oozi smoke fail run oozi job one node cluster due bad set etc hadoop core site xml lt properti gt lt name gt hadoop proxyus oozi host lt name gt lt valu gt host lt valu gt lt properti gt host case host oozi not instal chang host oozi server instal oozi smoke succeed,0 
2886,Siddharth Wagle,ambari-agent,0, hdf servic check fail design took min fail, cluster run success manual turn hdf safe mode run hdf dfsadmin safemod enter hdf execut check fail due puppet timeout minut fail quicker sinc task timeout minut server,0 
2891,Sumit Mohanty,ambari-server,0, hadoop env sh core site miss host yarn compon deploy, yarn compon need hadoop env sh core site xml file deploy host yarn compon deploy,0 
2903,Mahadev konar,null,0, add base metric chang jmx backward compat way, add base metric chang jmx backward compat way,0 
2905,Siddharth Wagle,ambari-server,0, snamenod not start transit mainten mode, current ha nn cluster start hdf servic servic tab tri start snamenod well maintain state execut curl admin admin put request info context snn mainten bodi host role state mainten http server api cluster cluster host snn host host compon secondari namenod command,0 
2920,Yusaku Sako,ambari-web,0, renam alert titl descript, current nagio alert shown ambari ui like green check name node process lt mean name node process red name node process lt mean name node process green check percent data node lt mean data node threshold red percent data node lt mean data node threshold green check nagio statu log stale lt mean nagio statu log fresh red nagio statu log stale lt mean nagio statu log stale user see word posit indic green check confus like say red green green red propos renam alert like green check name node process lt mean name node process healthi red name node process lt mean name node process unhealthi green check percent data node live lt mean data node healthi threshold red percent data node live lt mean data node healthi threshold green check nagio statu log fresh lt mean nagio statu log fresh red nagio statu log fresh lt mean nagio statu log stale also inconsist way show compon name alert titl descript like templeton server statu mean web cat server statu etc need fix,0 
2927,Srimanth Gunturi,ambari-web,0, resourc manag rpc node manag count miss time seri, resourc manag rpc rpc rpc queue time avg time yarn cluster metric num activ ms not provid accur due chang introduc ambari yarn configur collect metric need narrow scope metric collect keep get previou metric,0 
2931,Andrii Tkach,ambari-web,0, popov stuck rout anoth page, step reporduc go instal gt welcom step focu cluster name textfield hover learn label press enter rout next page result popov remain visibl page,0 
2938,Sumit Mohanty,ambari-server,0, updat stack definit mapreduc, updat stack definit mapreduc default site xml file,0 
2939,Sumit Mohanty,ambari-server,0, updat stack definit repo url, updat stack definit repo url,0 
2943,Mahadev konar,null,0, oozi smoke test fail ambari npe oozi server, oozi smoke test fail ambari npe oozi server,0 
2947,Mahadev konar,null,0, use specif build number stck build, use specif build number stck build,0 
2948,Siddharth Wagle,ambari-agent,0, mapreduc pid directori cutom fail, chang mapreduc log directori prefix result live statu show histori server not start,0 
2972,Andrii Tkach,ambari-web,0, provid read view secur wizard entri, enabl secur brows back admin gt secur would good see tab valu enter wizard setup read easi see user specif enter wizard setup,0 
2973,Vladimir Tkhir,ambari-agent; ambari-server,0, ambari server agent not stop packag uninstal, ambari agent ambari server packag uninstal uninstal scriplet stop run servic process remain run even packag remov may caus issu upgrad administr miss stop servic step root host ambari server statu use python usr bin python ambari server statu ambari server run found ambari server pid var run ambari server ambari server pid root host ambari agent statu found ambari agent pid ambari agent run agent pid var run ambari agent ambari agent pid agent var log ambari agent ambari agent agent log var log ambari agent ambari agent log root host rpm ambari server root host rpm ambari agent root host ps aux grep ambari grep grep grep postgresroot sl usr jdk jdk bin java server xx new ratio xx use conc mark sweep gc xx use gc overhead limit xx cm initi occup fraction xm xmx cp etc ambari server conf usr lib ambari server sbin bin usr sbin usr bin usr lib ambari server org apach ambari server control ambari serverroot sl usr bin python usr lib python site packag ambari agent main py start restart expect hostnam host,0 
