issue_id,summary,description,summary_proc,description_proc,Surprising,Dormant,Blocker,Security,Performance,Breakage
6276,Prompt to put Service in Maintenance Mode when doing Rolling Restart / Service Stop, prompt put servic mainten mode roll restart servic stop,When initiating Rolling Restart / Service Stop  they would like an option (via a checkbox  for example) to put the service in maintenance mode (if it is not already in MM) to avoid getting a lot of alerts., when initi roll restart servic stop would like option via checkbox exampl put servic mainten mode alreadi mm avoid get lot alert,0,0,0,0,0,0,
6292,Python client caches curl flags between requests causing problems, python client cach curl flag request caus problem,Currently if you use the python client  if you issue a DELETE request followed by a GET request  that GET request becomes a DELETE request. You can imagine why that's undesirable.The problem is that we set the CUSTOMREQUEST field on the DELETE  but we don't unset it on the next GET. pycurl sees it still set and assumes we're still doing a DELETE., current use python client issu delet request follow get request get request becom delet request you imagin undesir the problem set customrequest field delet unset next get pycurl see still set assum still delet,0,0,0,0,0,0,
6295,UI freezes for more than 2 seconds  every 15 seconds  on 2K-node cluster, ui freez second everi second k node cluster,It seems that we call App.componentConfigMapper every 15 seconds.This mapper takes more than 2 seconds to run. While the mapper is running  the entire UI is frozen., it seem call app compon config mapper everi second thi mapper take second run while mapper run entir ui frozen,0,0,0,0,1,0,
6298,Custom Command execution takes too long, custom command execut take long,It takes significant amount of time to populate clusterHostInfo for every Execution Cmd on a 2000 node cluster.org.apache.ambari.server.utils.StageUtils.getClusterHostInfo(Map  Cluster), it take signific amount time popul cluster host info everi execut cmd node cluster org apach ambari server util stage util get cluster host info map cluster,0,0,0,0,0,0,
6299,JMXPropertyProvider makes call to endpoint without checking support for properties, jmx properti provid make call endpoint without check support properti,Causes CPU usage go upto 1500 % and UI becomes unusable.1000's of Exception:00:01:50 666 ERROR [pool-1-thread-17] JMXPropertyProvider:539 - Caught exception getting JMX metrics : Connection refusedAll JMX endpoints called for any JMX metric., caus cpu usag go upto ui becom unus except error pool thread jmx properti provid caught except get jmx metric connect refus all jmx endpoint call jmx metric,0,0,0,0,1,0,
6311,Bulk Ops only targets a maximum of 'page size' hosts, bulk op target maximum page size host,It seems that the max number of target hosts for a bulk operation is capped by the current 'page size' on the Hosts page.For example  on the 2K cluster with 2K DataNodes: Go to Hosts page Click on Actions. Either going to Filtered Hosts (2005) or All Hosts (2005)  select 'DataNodes &gt; Stop' A confirmation popup tells me that 50 DataNodes are about to be stopped. This should have been ~ 2000 DataNodes instead. 50 is the current page size on the Hosts page that I set.Another scenario: Set page size to 50. Select 100 hosts using 'check all'  'next page'  then 'check all' Go to 'Actions &gt; Selected Hosts &gt; DataNodes &gt; Stop'. Again  it tries to perform actions on only 50 DataNodes., it seem max number target host bulk oper cap current page size host page for exampl k cluster k data node go host page click action either go filter host all host select data node gt stop a confirm popup tell data node stop thi data node instead current page size host page i set anoth scenario set page size select host use check next page check go action gt select host gt data node gt stop again tri perform action data node,0,0,0,0,0,0,
6322,Choosing bulk hosts to decommission on 120 node cluster on the hosts page just spins., choos bulk host decommiss node cluster host page spin,Steps to reproduce1. Filter by DataNodes2. Increase the page size to 503. Select all 50 and decommision datanodes.This ends up with a spinner .This might be a blocker. Attaching snapshot., step reproduc filter data node increas page size select decommis datanod thi end spinner thi might blocker attach snapshot,0,0,0,0,0,0,
6327,Rolling Restart: 'only start stale' checkbox not worked functionally, roll restart start stale checkbox work function,Rolling restart page  there is a ' Only restart NodeManagers with stale configs' checkbox  nothing happened no matter if that one was checked or not. 1. On service(HDFS or YARN) actions &gt; restart all DN (NM). All DN(NM) will be restart no matter if the ' Only restart NodeManagers with stale configs' option checked., roll restart page onli restart node manag stale config checkbox noth happen matter one check on servic hdf yarn action gt restart dn nm all dn nm restart matter onli restart node manag stale config option check,0,0,0,0,0,0,
6332,Bulk Decommission: Background Operation Popup content looks broken, bulk decommiss background oper popup content look broken,header in task details popup looks broken when we run decommission for many Datanodes., header task detail popup look broken run decommiss mani datanod,0,0,0,0,0,0,
6335,Add service wizard removes any new property added to core-site and global after cluster installation, add servic wizard remov new properti ad core site global cluster instal,,,0,0,0,0,0,0,
6337,Hosts page. Incorrect total number of hosts after filtering by installed component, host page incorrect total number host filter instal compon,STR1. Go to hosts page2. Filter by Components. Check DATANODE3. At Bottom right corner I see Show 10 | 1-10 of 10, str go host page filter compon check datanod at bottom right corner i see show,0,0,0,0,0,0,
6340,filtering by selected hosts resets pagination, filter select host reset pagin,1. page size 102. select all 10 hosts on first page3. go to page 2  select 2 hosts (total 12 selection)4. click on '12 host selected' and it goes to page 1  1-10 of 12 hosts (correct)5. click to go to page 2 (to see the 2 hosts selected) but it resets to page 1  1-10 of 103, page size select host first page go page select host total select click host select goe page host correct click go page see host select reset page,0,0,0,0,0,0,
6349,After changing property and clicking save button in MapReduce Config Page  no comfirmation popup, after chang properti click save button map reduc config page comfirm popup,STR1. Go to MapReduce Config Page2. Change JobTracker new generation size with a new value3. Clike Save buttonResult no confirmation popup  and save button turns grey  when switching pages the save button in the warning popup is not working neither., str go map reduc config page chang job tracker new gener size new valu clike save button result confirm popup save button turn grey switch page save button warn popup work neither,0,0,0,0,0,0,
